model,count,BERTScore,BERTScore_std,BLEU,BLEU_std,SARI,SARI_std,Perplexity,Perplexity_std,FKGL_Delta,FKGL_Delta_std,FRE_Delta,FRE_Delta_std,FKGL_Output,FKGL_Output_std,FRE_Output,FRE_Output_std,Entity_Additions_Rate,Number_Mismatch_Rate
gpt-4o-mini,40,0.888856936991215,0.0149517202173733,0.143500413039192,0.0705293906831294,42.860393909732,4.7162021624302,27.722825717926,4.96107911321436,-5.11480489163294,1.34435422965407,18.2425358884526,5.32357447737362,6.43745523746384,1.15922377647006,70.8813889063285,7.1156226042752,,
