model,version,description,strategy,item_id,bertscore,bleu,sari,perplexity,fkgl_delta,fre_delta,fkgl_input,fkgl_output,fre_input,fre_output,lens,phase,experiment_group,retrieval
claude-haiku-4-5,v1,step 1 - simple prompt engineering,zeroshot,b5322c56-50a2-48fd-822c-170a4161952d,0.855763256549835,0.0281765621743628,30.0274882127672,20.1526489257812,-5.05236146962773,19.5274595974488,11.1131291463954,6.06076767676768,50.2233956214065,69.7508552188552,69.8849508505393,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,constraint,b2a18526-f118-44f4-a970-cecfd660fb8f,0.89188414812088,0.115178543245661,42.9552102852527,23.8558158874512,-6.08185893530052,22.595500914516,10.9209577362598,4.83909880095923,52.627636495556,75.2231374100719,56.5750499678297,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,structured,c6137d29-0005-4e37-b9a4-111b51a51258,0.862155377864838,0.0399226720817145,30.0126875799443,27.8392658233643,-2.63516940472123,5.82066657424303,8.1833010773191,5.54813167259787,68.714276623129,74.5349431973721,53.9821452562719,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,constraint,7afc29d7-be43-495e-ad9e-ec46d82dd3e7,0.870164513587952,0.0409254450512727,37.2784532544681,25.1729011535645,-8.42473103448276,29.0509182674199,11.82,3.39526896551724,57.0236817325801,86.0746,71.5875614284066,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,constraint,fd68ca61-b4e3-4ef5-aaf7-9d66c6c2529b,0.827799260616302,0.0988900130019967,38.8251010846482,17.9855995178223,-6.72176793719547,21.1417688893571,12.3996998629182,5.67793192572269,46.2171616844232,67.3589305737803,14.9526195307704,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,e52d46fe-a352-4864-8213-57a49c486784,0.835460007190704,0.0134566657077643,34.352646726882,33.896728515625,-3.61696344991037,11.776717437047,10.9644186046512,7.34745515474079,55.6375581395349,67.4142755765819,67.9169218034549,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,b3955c5a-bbaa-477e-8e9a-d2b18573693f,0.874977350234985,0.0804513856964984,37.02574080902,30.5805339813232,-6.10409204077603,19.9901547678002,11.5880153015302,5.48392326075412,52.8668294329433,72.8569842007435,67.1112655639329,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,constraint,07892012-6eed-43ee-a1c6-2ac7b7a897a6,0.86514413356781,0.0774091396311102,42.3004661373644,46.4654541015625,-7.81130318530575,24.0072680126069,13.6563372859025,5.84503410059676,47.222380324989,71.2296483375959,65.1694411046714,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,4fa9d2d7-5b3f-4355-a840-9b50d8d666a2,0.856740295886993,0.0258344855178913,26.446008605876,23.8989963531494,-1.66308456359629,4.99696409342954,7.03190423572744,5.36881967213115,73.3033965623082,78.3003606557377,64.4852258495982,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,structured,10627c0d-4c5f-4760-989d-2d1ccf5c5ad0,0.848760545253754,0.0309147226721594,34.3883520463498,54.0777816772461,-5.09141293444915,22.4780662756899,9.46807960111582,4.37666666666667,56.0486003909768,78.5266666666667,66.5557265671317,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,4d725e57-07e0-4237-b54a-466fe278ddad,0.868971645832062,0.0557824925859259,37.8935982413645,44.4129104614258,-9.63214292717539,45.660817323459,12.8757661990648,3.2436232718894,42.2508080605656,87.9116253840246,61.5843362291148,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,189ec7f6-01d2-4d69-a1de-a854b64f00da,0.857337236404419,0.0359971453035776,36.9192975597644,46.704158782959,-6.61902441793439,27.5764460723678,9.60919215594359,2.99016773800921,58.6327042071956,86.2091502795634,57.9352112830935,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,constraint,412bf9c4-2e44-4dcb-9173-87848bf55381,0.854443371295929,0.116958077911729,38.4269968650017,13.9245195388794,-5.00056141702675,17.66250560033,9.60164611723989,4.60108470021314,57.3542667099286,75.0167723102586,27.4262345588391,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,2e7ee48b-2afd-4f6b-a5eb-348ebfe7ae0b,0.867715895175934,0.0292908840470318,36.7176545846024,32.0834999084473,-8.3840949485623,32.9214746768476,10.963937740995,2.57984279243272,55.87082526098,88.7922999378275,31.5794018615841,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,structured,500dd03b-09b6-4091-84b6-1284d68ad267,0.8538658618927,0.0235407978608157,34.3904431019761,29.1632976531982,-6.02327738027738,22.1753175698176,9.60954378954379,3.58626640926641,62.5524475524476,84.7277651222651,60.6351436553067,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,b2a18526-f118-44f4-a970-cecfd660fb8f,0.901880085468292,0.111333558781962,45.5614760986866,30.7605648040771,-7.41313164930323,33.0415608288588,10.9209577362598,3.50782608695652,52.627636495556,85.6691973244147,51.8798535897929,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,10627c0d-4c5f-4760-989d-2d1ccf5c5ad0,0.876737058162689,0.0888821168195498,38.711123377349,51.0763092041016,-4.84157605852231,22.1852500511609,9.46807960111582,4.62650354259351,56.0486003909768,78.2338504421377,63.9653701426279,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,29957f09-1c1d-41a8-b566-44757a56338a,0.879509329795837,0.104407292459909,43.1413875203639,29.9419078826904,-8.07223052121448,35.2955218973264,10.7984408806225,2.72621035940804,56.422738185614,91.7182600829403,47.6712079610388,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,structured,58271686-c3a0-443d-99fc-7542b7371e46,0.864688575267792,0.0207122811525995,34.4065945816834,50.0160751342773,-3.41362267619773,6.88343925154516,8.93794525684289,5.52432258064516,63.2963779527559,70.1798172043011,72.2895149747436,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,9f24621c-4ede-445a-af20-0ca7090a71d9,0.852042615413666,0.0460646646344281,32.2556706172934,45.8260498046875,-8.45156298904912,33.9043101876386,10.4288752420136,1.97731225296443,58.6236871773153,92.5279973649539,37.502166255867,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,structured,e9036ee0-553d-4a88-a9de-9a08ec2dc907,0.842223465442657,0.0214324038444783,30.8385227424628,32.7081756591797,-3.16712691254991,13.6893244567087,8.02385964912281,4.85673273657289,67.6164619883041,81.3057864450128,60.804685397681,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,constraint,bf8a4dac-e691-4599-b219-207af2397456,0.823415279388428,0.0525472652243113,38.2978232765413,20.0730857849121,-10.4968852678209,35.664492791536,13.3568073136428,2.85992204582185,51.4148265353962,87.0793193269322,5.64628790733613,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,2232e2a9-f826-4e02-a13a-fd324848634d,0.871468544006348,0.054740422808164,40.7644981862885,25.0124912261963,-7.40853844778373,33.6544117212042,14.5958160758161,7.18727762803235,32.3548964548965,66.0093081761006,76.4820109415059,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,d99896cd-0dde-4f4f-b003-329dd7ace4b7,0.870650768280029,0.0415609397850123,38.2495350431319,45.3925552368164,-9.57104596067283,39.8674626865671,14.269126984127,4.69808102345416,38.56,78.4274626865672,66.3191117481127,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,e9400943-a3ac-4299-b38f-4cbb808f535f,0.879342138767242,0.0625842261614583,39.2656482389663,44.4711036682129,-8.53947920129657,33.9807476116901,10.9938814990088,2.45440229771219,54.8169999040737,88.7977475157638,62.8699958179597,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,63dcec00-3c5d-49dd-b7b6-79c8546e9900,0.860486626625061,0.0605587623975806,39.0488210669754,24.2501239776611,-5.33733321164035,14.4603081574109,10.160056286474,4.82272307483363,65.1847244379986,79.6450325954095,70.0494029969335,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,constraint,9f24621c-4ede-445a-af20-0ca7090a71d9,0.838162064552307,0.0541537766348672,34.5911609640679,25.5106353759766,-7.73639238769603,29.7734498127004,10.4288752420136,2.69248285431752,58.6236871773153,88.3971369900156,14.1915461864724,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,structured,77dc4d26-a8f5-4ac9-a888-8a216c29cb37,0.86635810136795,0.0516279994148113,37.6688717258474,37.2039527893066,-7.55714220840232,32.8659188555197,11.0829906798246,3.52584847142224,51.6002220394737,84.4661408949934,37.6018349944695,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,23352208-5752-4f04-bf6f-1c21d9c967f9,0.889350235462189,0.15552536679077,45.442493504089,52.3757591247559,-8.74424207454847,29.6064128651123,13.2650387227967,4.52079664824823,48.9086323713927,78.515045236505,34.6243589215421,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,a975770d-c44a-40ac-8c07-2dfa49ef1f08,0.859583795070648,0.049630308068908,31.9564611948857,54.8981323242188,-7.78633721893246,28.3364665721148,11.0464473684211,3.26011014948859,58.1663815789474,86.5028481510622,70.5774907638939,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,89b6bb2d-b0a6-419d-9997-638c278bcbfa,0.880348384380341,0.0289997443442168,36.662381894348,35.2801818847656,-10.0595263293272,43.8556222801572,13.0699352191751,3.01040888984788,46.8029169365868,90.658539216744,61.7259417265129,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,constraint,65c42dd9-cebd-4ff3-b494-5470fc63f7d7,0.836955666542053,0.0305714264393774,31.8770594344267,22.3240966796875,-3.66527770457176,9.52824235289987,8.8170237363178,5.15174603174603,64.628900504243,74.1571428571429,58.0190530409636,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,3a1c620c-82b6-4c28-9d32-7a1c5837e0b3,0.86363559961319,0.0622668348671113,33.4589479160254,51.1115989685059,-5.42163592146424,17.6769752211628,9.30629072681704,3.8846548053528,64.7853354540197,82.4623106751825,51.7029704801838,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,constraint,a88a02ff-bab8-44d2-afa5-12772fbfc296,0.872719466686249,0.0693186597272944,37.7647871124009,25.8825836181641,-6.48564113356625,25.190558887227,10.5578409825469,4.07219984898062,57.5048060762767,82.6953649635037,66.250624112863,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,constraint,8667c323-4069-43e9-bd7b-17ca3f2f0c2b,0.861214101314545,0.0521442949857722,37.7077386052384,57.773021697998,-8.90388753871767,30.9355259868712,14.9394603475513,6.03557280883368,33.0517876777251,63.9873136645963,23.1696651286942,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,zeroshot,94be58eb-98f9-4d4d-8583-26b18721cdbc,0.8536456823349,0.0480977800619473,31.3098366792729,17.791410446167,-5.53765829838577,26.455250385037,10.801723183882,5.26406488549619,50.3104016505865,76.7656520356234,39.3894438497807,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,constraint,7894abc5-bef9-4465-b5e0-d436c286d3d8,0.848549604415894,0.083782790822133,36.6097169392584,25.1645851135254,-4.58022712284577,18.0994075108616,9.70420831406835,5.12398119122257,56.4410470345929,74.5404545454546,68.77058806711,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,constraint,f6bd5552-f73f-45cd-85b1-c05bd14cfad5,0.884916186332703,0.127430530960852,43.2980282957062,33.0005683898926,-7.2237695578925,24.4158576838249,13.1260990085184,5.90232945062587,44.337719941349,68.7535776251739,44.7221881384507,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,structured,37e845bb-43be-4fd8-b61e-2e0ac7cabb5f,0.87504768371582,0.0496389671528489,37.6870136145803,26.6652870178223,-3.07504361395831,13.2924273218541,6.98669981724681,3.91165620328849,71.3783105954354,84.6707379172895,41.3093757085198,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,constraint,441e1abc-3b46-42f4-80ad-146bba92e35d,0.886171221733093,0.0884435293118851,41.5729646399012,30.3668937683105,-7.34862123786681,25.1189163202871,10.4131310942579,3.06450985639104,62.5585120982304,87.6774284185176,43.2022190623017,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,zeroshot,a7a84adf-765b-44f7-8ab8-4381c6e4ddd4,0.853470146656036,0.0354447524277024,34.5503324693273,22.0531997680664,-5.42721566725162,15.372014095961,12.9182771444741,7.49106147722247,48.2941535289838,63.6661676249447,74.2020610607675,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,structured,d00bf643-987c-4d86-a1f6-9b8f5ce06e5e,0.844363391399384,0.0396694438153137,36.4062066380433,19.7159671783447,-1.5519487021778,3.4925531060687,10.1047653321338,8.55281662995595,55.5201079622132,59.0126610682819,20.8776159722486,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,zeroshot,0cea46bd-f5e7-4bc6-a152-88584ee3f7e2,0.842640340328217,0.0279331649253399,36.2777402913596,28.5299873352051,-3.47618267806118,11.4045489672267,12.4017837010791,8.9256010230179,43.7633154829012,55.1678644501279,52.9081389330412,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,zeroshot,9f24621c-4ede-445a-af20-0ca7090a71d9,0.843490660190582,0.029199606508412,31.5193602185446,28.2858982086182,-4.6643062764963,16.6315570755583,10.4288752420136,5.76456896551725,58.6236871773153,75.2552442528736,69.7701643062094,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,structured,6ef6c1ab-6237-4cec-84b4-e4e970bba6b3,0.864768862724304,0.0408612360583905,40.1627126080882,20.0236377716064,-6.9779625,20.7708791666666,14.28,7.3020375,40.1783333333334,60.9492125,68.2213898116681,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,structured,789e5d1c-ad62-482a-89c8-247eb0bff309,0.852158606052399,0.0282935441817275,29.9100637556288,30.572639465332,-5.44574053651867,17.5256396326561,11.9531899036073,6.50744936708861,51.987939481268,69.5135791139241,47.7898478247489,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,zeroshot,c8de453b-8bda-43c9-b749-177fef1567c8,0.859204471111298,0.0377688016055284,32.6385157278744,36.1140632629395,-6.34152413218094,19.9728902274671,14.3699346453224,8.02841051314143,42.1512274195917,62.1241176470589,36.3267128782956,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,constraint,814bef35-38a2-45b3-a9a6-c6d62df37a0a,0.861858904361725,0.06216459473137,36.8110118871163,32.7886772155762,-6.38818238760926,25.9560278798002,9.21573313782991,2.82755075022066,62.7324885956338,88.688516475434,71.1049164456428,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,zeroshot,12d0e40d-427e-4141-b6d0-35c73bc81a06,0.867687523365021,0.0748771225019578,38.1541690212658,29.6482849121094,-3.21785089870233,10.0379033221143,8.71158130622585,5.49373040752351,65.2295888408951,75.2674921630094,68.7779183787131,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,constraint,b7866b24-fb50-485c-8117-de873f934d93,0.87617290019989,0.0525626150884088,34.7512951509413,35.8486404418945,-7.9603313524302,28.9436619303532,12.7148185319174,4.75448717948718,46.1815731123818,75.1252350427351,66.8471510162489,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,constraint,f9030a80-0c90-421b-9966-e1786f8af50c,0.871045291423798,0.0855782150541096,40.6914309137457,32.8787155151367,-6.17415557272701,24.1241634191635,10.8348981634696,4.66074259074259,53.6945817245817,77.8187451437452,59.5135536913296,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,constraint,8d86c3f6-d223-4f78-ab29-b99e3681e5dd,0.8559410572052,0.0673517979684751,43.8807030622399,19.7466068267822,-5.99383246689834,25.3742474246932,11.5314311808539,5.53759871395559,42.9357033439193,68.3099507686125,37.1139602411228,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,8719cdb9-c253-4d7d-8e12-505af8172012,0.860903143882751,0.0782760573792335,39.8546582130595,58.658447265625,-5.48418555801883,15.5987766048023,9.44757979943633,3.9633942414175,64.9657748902144,80.5645514950166,45.6983379968195,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,76e81d70-8cef-42f1-b7d8-fcefa003451e,0.852376878261566,0.0431501403643164,35.599229677723,30.2394618988037,-2.50341746696384,5.10945559648088,10.1027743271222,7.59935686015831,63.5962111801242,68.7056667766051,74.5140574133554,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,58271686-c3a0-443d-99fc-7542b7371e46,0.88474303483963,0.0805760284573288,38.8984470488309,38.5902404785156,-4.38774624206457,13.6061816531554,8.93794525684289,4.55019901477833,63.2963779527559,76.9025596059114,53.3655751560714,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,bd616b1f-fe28-4683-8a58-68a41b433f5f,0.880775034427643,0.0949899531046366,40.6750473735942,26.0778427124023,-5.95116546707757,22.8533462421712,9.98887181628393,4.03770634920635,57.5734037578289,80.42675,63.5112303434463,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,constraint,ac6301e1-ac8e-44b2-999c-ba01bbc34a20,0.790712773799896,0.000560315854391933,27.7580566294905,46.0632591247559,-4.71735611002988,11.5110110851383,15.3397909850963,10.6224348750665,35.0821946564886,46.5932057416268,36.2315967632022,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,6ef6c1ab-6237-4cec-84b4-e4e970bba6b3,0.847928881645203,0.0124442751429723,35.3895540759967,18.8537673950195,-6.10618701663932,22.5796535426919,14.28,8.17381298336068,40.1783333333334,62.7579868760253,62.1833955503518,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,1939602c-f4b4-404e-bce2-885b135a0a61,0.863880395889282,0.0667967396514733,39.0962453114474,30.8241577148438,-5.81994461116874,24.6359487336658,8.61893249607536,2.79898788490661,62.3605913134485,86.9965400471143,66.744674563744,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,ef119154-a8b2-4e7c-bba2-fbeadebc0852,0.887186229228973,0.133400533064958,42.78734573417,47.4874649047852,-5.60038487214822,23.2743748960579,9.18047619047619,3.58009131832798,60.8920879120879,84.1664628081458,54.3297026351545,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,constraint,f777d311-ed26-48cb-8a47-9f61281e3fe4,0.892613649368286,0.187343423935265,40.740970964054,40.0854644775391,-4.74983973545189,13.8549005841697,10.8037657232704,6.05392598781856,53.004516509434,66.8594170936037,41.36925274986,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,structured,23352208-5752-4f04-bf6f-1c21d9c967f9,0.851590037345886,0.0953474906993666,40.8206009627253,36.4095802307129,-5.83951336047786,18.5200904546943,13.2650387227967,7.42552536231884,48.9086323713927,67.428722826087,33.4187464875848,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,structured,26228c2b-abec-490f-bbe6-2520ab445960,0.834067702293396,0.0243627400954013,37.2062339696979,26.8508377075195,-10.5164636522575,48.9443253724915,14.9895497449727,4.47308609271523,31.9783059740869,80.9226313465784,25.2843558577293,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,d355c175-9f8e-4671-a48a-9d00c9cb17ab,0.846977531909943,0.0237937279874221,35.1680876160932,32.3537101745605,-4.89342939315897,20.0214753618598,12.9531480078776,8.05971861471862,46.645245417361,66.6667207792208,59.6840279289489,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,3de393e5-5f90-4fea-9c30-0fdbb8969478,0.866904199123383,0.051795622449982,35.2859158864201,48.4253044128418,-5.09514405669791,17.9694998077763,7.72303915206576,2.62789509536785,70.8229234263465,88.7924232341228,36.4403166656729,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,ebcb2e6a-0f31-4977-8f28-d9a308824b3d,0.879994869232178,0.135999744583627,40.4164139290623,39.578670501709,-4.29081210581858,14.1347454727643,8.73653955808981,4.44572745227123,63.1307252316465,77.2654707044108,59.099389034575,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,constraint,045dd675-b134-4067-9fd5-19e39edb3370,0.816959142684937,0.0397102281949885,37.7221008551997,17.5530242919922,-9.26575070498341,35.1137265219476,12.9028774504184,3.63712674543502,45.3559700408881,80.4696965628357,3.75164202580325,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,1fb1b1f7-379a-4a8e-ab8b-be1b460d2ea5,0.888925969600677,0.101596645952889,39.9890848952675,40.7214279174805,-6.26147866124568,22.8119018084396,10.7158366420873,4.45435798084167,55.5952212138401,78.4071230222796,34.8547678099485,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,structured,b7866b24-fb50-485c-8117-de873f934d93,0.883183360099792,0.0516122665852945,34.8145320014349,46.1442832946777,-7.31496190109301,28.5715451671881,12.7148185319174,5.39985663082437,46.1815731123818,74.7531182795699,62.4202954076817,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,constraint,a80a0783-984a-4bd5-b429-a60cfce27316,0.873924612998962,0.158188128743024,39.0904936186855,34.9797554016113,-5.75934372591573,20.1356684491979,10.5244417651314,4.76509803921569,54.7384265734266,74.8740950226244,40.6188522029881,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,structured,4e1e3ea6-52a0-49de-87e5-183ac59694eb,0.846013903617859,0.019063817075797,31.5959215308899,45.2067718505859,-8.99228126189728,33.7760145463785,12.8116154770648,3.81933421516755,49.3613465647326,83.1373611111111,68.3989999540198,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,constraint,814bef35-38a2-45b3-a9a6-c6d62df37a0a,0.840585649013519,0.0602103726108924,37.8823558361317,18.7141780853271,-7.31099978581721,29.7470420852292,9.21573313782991,1.90473335201271,62.7324885956338,92.479530680863,32.7998162025708,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,structured,a7654583-1aee-4766-80b1-18c4298bec06,0.860060214996338,0.0373302487524243,36.8119346831831,70.0552215576172,-6.42535956924804,17.1331593352393,11.2840375787339,4.85867800948581,60.3767171986762,77.5098765339155,69.0932198154899,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,constraint,23352208-5752-4f04-bf6f-1c21d9c967f9,0.887958168983459,0.113914030970786,44.1246788310625,30.8882331848145,-8.99806324856792,31.6442508437826,13.2650387227967,4.26697547422878,48.9086323713927,80.5528832151753,67.117928396546,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,zeroshot,9c6659e1-f137-4776-9757-5e7d2101f01c,0.844748854637146,0.0403901361191645,37.58224445447,29.0343399047852,-2.83530541292255,16.5428570282414,11.1332220795892,8.29791666666667,49.0840179717587,65.626875,45.6901963177853,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,structured,10627c0d-4c5f-4760-989d-2d1ccf5c5ad0,0.842839360237122,0.00696823172712741,31.7213179949697,38.911449432373,-4.46837977477,20.242730544275,9.46807960111582,4.99969982634582,56.0486003909768,76.2913309352518,64.3264053042788,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,zeroshot,8b4bdedb-a35e-4b48-8135-8fa3c7723f18,0.835248053073883,0.0447580640029995,32.7111416583944,30.1158447265625,-6.84445557157351,28.6021085309716,12.8271762327305,5.98272066115703,40.8085179153094,69.410626446281,53.5628898028481,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,zeroshot,6384d603-ea8a-4dd9-8f11-9c29ff53e2a7,0.848381459712982,0.00905008104369624,30.6486546707705,25.8139686584473,-9.21951695081325,32.4638281779948,14.0566598079561,4.83714285714286,44.2228751187085,76.6867032967033,73.8482258980343,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,zeroshot,155762ac-a300-4dd3-a73d-d21c176bd832,0.862073421478271,0.117547302851761,42.5453800912346,23.5518798828125,-3.79855465595514,8.95867568359169,10.3458879892885,6.54733333333334,59.4278798719639,68.3865555555556,35.0347213554182,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,structured,81e63ed7-6ff5-440e-b8da-95948c8e78dd,0.834448456764221,0.0287118835249066,34.1123895876989,34.7201652526855,-5.08138480075114,18.3145965981213,9.97631683168317,4.89493203093203,59.5157623762377,77.830358974359,63.3791497280608,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,zeroshot,cc2b3c8f-715e-4fa4-9af7-0251b537a260,0.874529242515564,0.0751203738780193,36.1328334043392,21.4730091094971,-4.97652668740503,18.0734120432358,10.7726585268481,5.79613183944306,54.9031810167011,72.9765930599369,62.5076664289416,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,zeroshot,e16d0245-d26e-49a5-aa1e-f48eb0da88cf,0.863632798194885,0.0685205671689848,40.5752309605419,34.1115684509277,-5.14758001265022,23.7521910183428,9.75240354206199,4.60482352941177,54.4448481973435,78.1970392156863,77.7678906955652,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,constraint,580f7fd3-f9eb-40c2-8f64-e1072371de48,0.874606013298035,0.0954299081426642,39.9736642119172,24.0109043121338,-7.56931945281707,28.4938754831844,12.8896,5.32028054718294,42.6113641025642,71.1052395857485,64.4259836429505,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,constraint,32368dae-766a-491a-91f8-b9b6ab3dec00,0.853097200393677,0.016617156533454,37.2240572517673,27.7097606658936,-5.97885637986023,24.49774891832,10.2592428532902,4.28038647342995,55.906598907767,80.404347826087,32.1300508151705,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,structured,2e0b6f8f-ffc6-47ef-8e26-7195fdc2cfd4,0.851583003997803,0.0895914707228588,39.6325537190542,25.6292762756348,-3.75673061362036,12.8008787510064,10.1324822476073,6.37575163398693,56.7366702686014,69.5375490196079,41.007000654605,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,structured,32368dae-766a-491a-91f8-b9b6ab3dec00,0.853290140628815,0.0383628358170513,36.7434210095784,31.8309841156006,-4.78065002849046,20.9206900740047,10.2592428532902,5.47859282479972,55.906598907767,76.8272889817718,65.695995899402,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,structured,d0cb1ca8-5b9a-4c50-9531-18139d658cf1,0.844694495201111,0.0493399455647255,34.0207244265157,29.0514087677002,-4.79028673581644,18.7211138613861,10.3839295929593,5.59364285714286,56.5933861386139,75.3145,36.6632678113598,PE_v1,PE-v1,none
