model,version,description,strategy,item_id,bertscore,bleu,sari,perplexity,fkgl_delta,fre_delta,fkgl_input,fkgl_output,fre_input,fre_output,lens,phase,experiment_group,retrieval
sonar,v1,step 1 - simple prompt engineering,structured,7abd8fff-7bee-4baf-8413-8594833d2795,0.839679002761841,0.00949358356740118,33.1859622634237,34.9587211608887,-6.83532939528602,26.0213784673958,10.5389773795535,3.70364798426745,57.3964566686252,83.417835136021,67.7933088503093,PE_v1,PE-v1,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,constraint,8a8f3f1b-3bb1-489e-a6ea-6de56b447582,0.900196969509125,0.191068175122381,44.8115340165726,35.0280342102051,-4.35369447845186,16.8559439599647,10.9679537087805,6.6142592303286,55.7693692723428,72.6253132323075,71.4957732240956,PE_v1,PE-v1,none
llama3.2,v2,step 1 - simple prompt engineering,zeroshot,f9fa6b86-c61b-4846-9ed7-4cbf48a5ee88,0.860783040523529,0.0322771385990612,34.2858260008069,22.9179801940918,-3.71738821905237,11.694769814239,10.1351373033015,6.41774908424908,61.6678977681786,73.3626675824176,75.7650485344844,PE_v2,PE-v2,none
sonar,v2,step 1 - simple prompt engineering,constraint,851bf72f-5b5f-44fe-ace0-0810ec4b40da,0.857416987419128,0.0973471363846033,42.8337093409488,23.5304737091064,-6.74152517082998,21.8301575911426,11.4038664802351,4.66234130940512,52.1226240638923,73.9527816550349,63.1713320032261,PE_v2,PE-v2,none
llama3.2,v1,step 1 - simple prompt engineering,structured,249682d2-940c-4bf3-976d-bc5ca106a066,0.840560913085938,0.0273606857346467,32.4425900715273,20.3163833618164,-0.46323080718583,2.15300420885967,7.14332643202209,6.68009562483626,73.1095652173913,75.262569426251,79.2907219398894,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,zeroshot,46ebbe82-0dba-4aa1-aa21-4764f6f0398d,0.862390041351318,0.0525614859716015,32.6150681302671,24.0207233428955,-3.52748727660078,16.9335805026236,11.5005965202983,7.97310924369748,49.802792046396,66.7363725490196,77.4663390819563,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,zeroshot,955a6d12-2b8a-4c5d-90ae-ded7cb1d45ce,0.869415938854218,0.04685727145242,35.0025802375626,16.9490871429443,-2.32758607615592,8.09308618334119,9.74547225501771,7.41788617886179,66.2426997245179,74.3357859078591,77.2601925356973,PE_v1,PE-v1,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,structured,3457c5df-7194-4c47-ba7e-a1d6d60abf82,0.893624484539032,0.0762341573942379,40.6201561624199,18.2889175415039,-2.70197800575732,8.23160698110613,13.4085240583889,10.7065460526316,40.0680311767887,48.2996381578948,78.6506914219321,PE_v2,PE-v2,none
llama3.2,v1,step 1 - simple prompt engineering,structured,1fb1b1f7-379a-4a8e-ab8b-be1b460d2ea5,0.854977011680603,0.0391871772212518,33.2544206507149,27.8830680847168,-2.90666997542068,11.9772787861599,10.7158366420873,7.80916666666667,55.5952212138401,67.5725,56.9109741517072,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,structured,6ad4030b-2757-4f4c-9a48-b6684d99d8f4,0.841248571872711,0.140454298192383,36.925987852585,31.3792839050293,0.761094929306363,-6.82866074963127,12.2829556650246,13.044050594331,48.8135632183908,41.9849024687596,11.5030914543621,PE_v1,PE-v1,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,zeroshot,46869d9e-016c-46ef-944a-ac2b8255c627,0.874954223632812,0.041772471102051,37.0744141344599,17.0210971832275,-3.05302036152638,3.39341743726571,9.95692553931802,6.90390517779165,61.5942099280909,64.9876273653566,75.0528341140511,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,zeroshot,d00bf643-987c-4d86-a1f6-9b8f5ce06e5e,0.902815639972687,0.120612216858525,48.9118889056257,11.3690948486328,-4.31789082751024,18.7965557914703,10.1047653321338,5.78687450462352,55.5201079622132,74.3166637536836,63.2441629377462,PE_v2,PE-v2,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,constraint,2232e2a9-f826-4e02-a13a-fd324848634d,0.893362760543823,0.127431622091557,49.3675736915494,32.8423080444336,-6.55884268335488,22.789789428326,14.5958160758161,8.0369733924612,32.3548964548965,55.1446858832225,50.1699763107931,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,constraint,c8de453b-8bda-43c9-b749-177fef1567c8,0.872612655162811,0.0616115091745182,36.6874211925725,33.8028793334961,-6.93575346747068,24.8287510582013,14.3699346453224,7.43418117785169,42.1512274195917,66.979978477793,73.8520497902208,PE_v1,PE-v1,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,constraint,37e845bb-43be-4fd8-b61e-2e0ac7cabb5f,0.910453855991364,0.152326838005051,43.4749479450094,20.4248199462891,-2.80416542441592,11.8111398193789,6.98669981724681,4.18253439283089,71.3783105954354,83.1894504148143,68.8293014258531,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,structured,4d3371cd-157c-4a77-a759-3fd0de4b27d5,0.871352672576904,0.0488056952153296,39.1972067936658,24.4479942321777,-6.61136585599624,23.5198169034542,13.2099054182858,6.59853956228956,46.2757702177579,69.7955871212122,83.1960410000919,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,structured,f777d311-ed26-48cb-8a47-9f61281e3fe4,0.880026578903198,0.101436133614239,43.1729083868026,28.3799152374268,-2.70265461215933,5.35048349056603,10.8037657232704,8.10111111111111,53.004516509434,58.355,66.8501936870577,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,constraint,d8af69bf-0ff6-4721-a28d-6e675876490e,0.836469352245331,0.0556595312134459,38.8365331753383,29.6149749755859,-4.80868934716802,15.3194697221993,10.7386585568841,5.92996920971605,56.2427574416734,71.5622271638727,80.4494432185646,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,constraint,1e66002a-16e7-41c0-a275-2e7fa32d1f97,0.884825468063354,0.102575196662303,46.2516257482157,30.2314453125,-6.94292489559848,25.9262715087372,14.5882868828513,7.64536198725282,40.2410981595092,66.1673696682465,72.5791438276648,PE_v2,PE-v2,none
llama3.2,v2,step 1 - simple prompt engineering,constraint,0583c253-0cd4-4bc9-82bb-b0890ceea056,0.855111062526703,0.0210455522244335,33.0295979393121,31.6524982452393,-4.31634904046944,18.7611260684321,10.6473816491651,6.33103260869565,56.5145532793941,75.2756793478261,76.592427156336,PE_v2,PE-v2,none
gemini-2.0-flash,v2,step 2 - RAG top k=3,structured,980974d6-79dc-49f9-bb69-7be26d62db4d,0.903847217559814,0.154488073730208,48.3879778436685,19.9766960144043,-10.6661668254805,44.8779176192897,14.8657386363636,4.19957181088314,36.7095935314686,81.5875111507583,54.6135712198126,Open AI RAG v2,OpenAI-RAG-v2,openai
llama3.2,v2,step 1 - simple prompt engineering,zeroshot,3e4c7768-e3df-41ab-8c45-fe0162081dd5,0.85773241519928,0.0103400532565142,35.4061556912978,42.1306838989258,-5.1285015295303,16.2987235007639,12.0973802060009,6.96887867647059,55.6218831168831,71.9206066176471,62.3092484042498,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,zeroshot,58271686-c3a0-443d-99fc-7542b7371e46,0.880901038646698,0.0729126043653522,38.4800110773473,36.4839553833008,-3.13294525684289,7.66151752747008,8.93794525684289,5.805,63.2963779527559,70.957895480226,72.007038411093,PE_v2,PE-v2,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,zeroshot,dfb24b8e-b33e-4fc2-b404-34ba7a13f67e,0.863147735595703,0.0574252550290907,35.3455795217916,20.8198680877686,-5.92711622700257,17.9664273950791,14.7536555142503,8.82653928724775,42.5215695993392,60.4879969944182,78.5476421363762,PE_v1,PE-v1,none
llama3.2,v2,step 1 - simple prompt engineering,constraint,3a060cd3-bab9-487a-8ead-e5e4e9533fb4,0.853296399116516,0.0269059300102783,27.2104670811798,29.1709041595459,-3.63194664014157,12.4785500255451,10.0616105056878,6.42966386554622,61.4220802265558,73.9006302521009,58.6951767542046,PE_v2,PE-v2,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,structured,67e986cb-7fe3-4c99-afa0-8fb334681acc,0.904117107391357,0.176465943986953,43.7490782588219,22.231819152832,-4.8331778425656,13.7805692606713,12.0731778425656,7.24,55.4977640726621,69.2783333333334,68.952257752726,PE_v1,PE-v1,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,structured,bb1dcf74-c02d-41ca-95f9-62d78c969993,0.873898148536682,0.068080327496792,36.0992983610577,26.9178848266602,-2.99789841269842,8.85606666666668,10.0423428571429,7.04444444444444,61.2306,70.0866666666667,71.1425758912692,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,zeroshot,cc2b3c8f-715e-4fa4-9af7-0251b537a260,0.854791104793549,0.0348596706905124,32.6529991129779,13.4135494232178,-8.06938309260492,35.7166080651848,10.7726585268481,2.70327543424317,54.9031810167011,90.6197890818859,65.5791328804415,PE_v1,PE-v1,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,zeroshot,0b6408fe-b91c-49ad-8f63-5a753013b682,0.901125311851501,0.111877990226114,40.2382472149119,21.2712345123291,-5.80787074829932,16.2884659863945,12.6528707482993,6.845,56.7123673469388,73.0008333333333,67.2880625368251,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,zeroshot,d355c175-9f8e-4671-a48a-9d00c9cb17ab,0.835282504558563,0.0256860928930722,33.6769966510412,18.8630924224854,-9.17717962843095,39.9662170332319,12.9531480078776,3.77596837944664,46.645245417361,86.6114624505929,58.0235970280579,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,structured,48f9dc5a-3d66-4214-9feb-d018ced759e4,0.865163803100586,0.0718849324232011,40.028175047713,25.6608505249023,-6.01152817532599,24.0587750455373,11.9550819672131,5.94355379188713,45.5665027322405,69.6252777777778,46.7642171184677,PE_v1,PE-v1,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,zeroshot,a5999ebd-1062-4776-8914-b5f748165547,0.852178454399109,0.0424217042124828,38.7364733770777,25.7436332702637,-5.63928034925324,20.7786325772905,12.5829931753799,6.94371282612662,47.7168436131857,68.4954761904762,76.7009441954807,PE_v1,PE-v1,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,constraint,8e6d15b7-de29-4c65-8d40-d0660c5680f6,0.868769407272339,0.0848837199100281,38.7565104358705,25.6146640777588,-7.64041676486272,25.8166242579572,15.4458189450119,7.80540218014917,36.2812399608227,62.0978642187799,73.7626874473914,PE_v1,PE-v1,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,constraint,907dfe2b-3861-4ff0-afcd-96ffd7e73e34,0.874752700328827,0.0840419621247243,39.3165076716309,35.7485580444336,-9.93901130043323,37.8048959512171,11.9326268390202,1.993615538587,57.2567765226505,95.0616724738676,59.4914587142192,PE_v2,PE-v2,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,structured,fc62cc95-04c5-43ed-bbb6-4c0a764ce22c,0.884769558906555,0.151134272842991,44.8866584673434,24.8884811401367,-7.64437747923718,32.1201528232961,12.0914851715449,4.4471076923077,45.8777394843962,77.9978923076923,63.7752080481933,PE_v2,PE-v2,none
sonar,v2,step 1 - simple prompt engineering,structured,4aba896b-a5de-4627-b352-885797a43796,0.859845578670502,0.0698573608365154,36.4921227953432,23.9983520507812,-3.88648937180702,11.1869698273427,8.21236770400115,4.32587833219412,70.5875118313495,81.7744816586922,66.7916844533783,PE_v2,PE-v2,none
llama3.2,v1,step 1 - simple prompt engineering,zeroshot,163f411e-ce9f-4e62-884e-15e76e084c4f,0.837295770645142,0.0141825342776968,32.890551707216,16.5645217895508,-1.62316731150554,9.60063321565026,10.1716673115055,8.5485,56.9458667843498,66.5465,80.8438887005373,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,constraint,789e5d1c-ad62-482a-89c8-247eb0bff309,0.845223248004913,0.02375592992096,29.872271993064,31.0500450134277,-4.67961398267287,17.8978152357131,11.9531899036073,7.27357592093441,51.987939481268,69.8857547169811,75.4862403206267,PE_v1,PE-v1,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,structured,0b6408fe-b91c-49ad-8f63-5a753013b682,0.891150653362274,0.0537758799167782,37.8096801235279,22.3649406433105,-6.80626496443326,20.5109253978608,12.6528707482993,5.84660578386606,56.7123673469388,77.2232927447996,72.769902633722,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,structured,c6137d29-0005-4e37-b9a4-111b51a51258,0.890298426151276,0.123408306494436,37.1752716710178,21.3118858337402,-2.66777970979773,8.24405386120149,8.1833010773191,5.51552136752137,68.714276623129,76.9583304843305,78.8438334783464,PE_v2,PE-v2,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,structured,e9400943-a3ac-4299-b38f-4cbb808f535f,0.859289765357971,0.0240848758613134,38.2748581725424,33.2812805175781,-5.95316721329447,21.917285810212,10.9938814990088,5.04071428571429,54.8169999040737,76.7342857142857,60.0051084674963,PE_v1,PE-v1,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,constraint,2f0e5d7d-3c5c-4d95-b31a-f43f036a7c39,0.897558927536011,0.171966728163981,44.4853859822664,41.1070175170898,-1.45193698914395,2.31396986676073,7.98487077909828,6.53293378995434,63.9692359932088,66.2832058599696,58.1967805030557,PE_v2,PE-v2,none
llama3.2,v1,step 1 - simple prompt engineering,zeroshot,59efff9f-d6a7-4ee9-9d12-010d8b5ccdd1,0.851483106613159,0.0343917889248521,37.9825314578534,16.0013885498047,-7.47028358042862,29.5494002362982,14.2596020293123,6.78931844888367,45.489771326569,75.0391715628672,86.2948042096389,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,constraint,3a1c620c-82b6-4c28-9d32-7a1c5837e0b3,0.85784125328064,0.0462731996133301,31.9469691718169,42.3883323669434,-5.84114083867387,17.2287801313644,9.30629072681704,3.46514988814318,64.7853354540197,82.014115585384,60.6971169714139,PE_v1,PE-v1,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,structured,907dfe2b-3861-4ff0-afcd-96ffd7e73e34,0.875029027462006,0.0847578615773664,39.1512570912872,30.7457408905029,-5.51773795013134,17.4622234773495,11.9326268390202,6.41488888888889,57.2567765226505,74.719,72.8177634732048,PE_v1,PE-v1,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,structured,bb974d41-cebc-4517-b191-9e5e655082ed,0.854848504066467,0.0287418886964991,33.720621547078,25.2133312225342,-5.95642992316039,19.6088774263585,13.3709300693165,7.4145001461561,47.4738549618321,67.0827323881906,79.3703513859075,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,constraint,045dd675-b134-4067-9fd5-19e39edb3370,0.841448605060577,0.0132577672211854,32.2705540132457,30.3322772979736,-7.3224313952191,31.8043115314565,12.9028774504184,5.58044605519933,45.3559700408881,77.1602815723446,71.8694191117212,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,constraint,4fa9d2d7-5b3f-4355-a840-9b50d8d666a2,0.862802743911743,0.0439223134167137,27.4356531771864,41.7759170532227,-1.17228104732164,2.98047300290925,7.03190423572744,5.8596231884058,73.3033965623082,76.2838695652174,55.7397349403944,PE_v1,PE-v1,none
llama3.2,v2,step 1 - simple prompt engineering,zeroshot,188e30a2-2c4c-4b1f-a70a-442743342df7,0.830720126628876,0.00948866956697903,30.7902101951337,31.6045532226562,-1.45951682792094,10.0025262716735,11.5447634032634,10.0852465753425,51.7601381118881,61.7626643835617,81.8791886272026,PE_v2,PE-v2,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,constraint,789e5d1c-ad62-482a-89c8-247eb0bff309,0.876655697822571,0.069107300789802,35.7439743212437,25.963357925415,-9.14865484760064,36.5721826072758,11.9531899036073,2.80453505600664,51.987939481268,88.5601220885438,73.5187533557664,PE_v1,PE-v1,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,constraint,b7c722ee-4110-4635-b1d6-26c24c8d3380,0.880694508552551,0.0862520066434075,40.180696103923,30.3819408416748,-5.28837946238986,15.9842461381162,13.3505396825397,8.06216022014982,45.5227566137567,61.5070027518728,56.9123747303058,PE_v1,PE-v1,none
llama3.2,v2,step 1 - simple prompt engineering,zeroshot,851bf72f-5b5f-44fe-ace0-0810ec4b40da,0.81447297334671,0.0126813910286217,34.0063450545628,15.7507343292236,-3.1007489742399,10.9189986379462,11.4038664802351,8.3031175059952,52.1226240638923,63.0416227018385,70.2063983100003,PE_v2,PE-v2,none
llama3.2,v1,step 1 - simple prompt engineering,constraint,7483ce90-b82e-4c87-8fa1-baad08b10f00,0.835141479969025,0.0170331864017327,32.4279689954527,59.7744369506836,-2.48774121815167,6.90185417608926,11.3453282828283,8.85758706467662,57.8046590909091,64.7065132669984,58.9878614415222,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,7894abc5-bef9-4465-b5e0-d436c286d3d8,0.839814305305481,0.0631919501060223,34.9073819893728,32.1763343811035,-6.05127295379149,27.4276181489443,9.70420831406835,3.65293536027685,56.4410470345929,83.8686651835373,70.9476975574564,PE_v1,PE-v1,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,structured,6384d603-ea8a-4dd9-8f11-9c29ff53e2a7,0.862425208091736,0.0308878330667114,33.7999070656384,17.4838905334473,-10.7859622665038,44.5538572998164,14.0566598079561,3.27069754145226,44.2228751187085,88.7767324185249,81.3571490924854,PE_v2,PE-v2,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,98ef0db1-7547-4b67-be3d-f9d8cb0b0d13,0.866154193878174,0.0227404760258018,28.4886218286413,34.0340881347656,-6.50642160649276,25.9970366152738,9.60153846153846,3.09511685504571,60.9559615384616,86.9529981537353,58.9152162515482,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,structured,7cec6f44-cefc-44eb-a9ca-5b835bff4f59,0.833410322666168,0.0158406702204357,33.4795998397212,26.8937950134277,-2.48662760931948,11.2655075318693,8.58318887414161,6.09656126482213,65.6428126262335,76.9083201581028,61.9143223659476,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,zeroshot,4b3af8d2-844a-4281-bc21-63e276e5f015,0.831373393535614,0.00626292033322498,28.4624760786526,29.0517749786377,-6.0374834021488,28.5377331409935,14.0540546172882,8.01657121513944,36.9911874267356,65.5289205677291,76.1468213365794,PE_v1,PE-v1,none
llama3.2,v2,step 1 - simple prompt engineering,constraint,92263143-88ab-40cc-8db7-14d0d4309857,0.858339369297028,0.0117053558718214,30.3712249499598,32.4457092285156,-6.36743477996841,19.7219276083207,13.446339986911,7.07890520694259,51.8139602421466,71.5358878504673,73.871285118001,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,structured,e2f0de91-d2d9-4dce-b0b7-fb6452f866e5,0.871209681034088,0.0611380440937897,40.1907929816217,21.5708312988281,-2.89775114067458,14.1266503047954,9.11908189002859,6.22133074935401,59.0247536573062,73.1514039621016,81.6774599125551,PE_v2,PE-v2,none
sonar,v2,step 2 - RAG top k=3,structured,eb4e34fd-df73-4aca-9398-10c22ded5414,0.876096665859222,0.0567657345124132,37.9719355494851,38.6147117614746,-9.59335899104004,37.2454314260847,13.8709082473031,4.27754925626305,40.4797755480803,77.7252069741649,46.5478834876542,Open AI RAG v2,OpenAI-RAG-v2,openai
sonar,v2,step 2 - RAG top k=3,zeroshot,c931a135-8b85-4f1f-a385-c39f42e9dea6,0.833246946334839,0.0495741206443966,38.9091822858418,11.5683937072754,-7.39828141151383,26.4163461093982,14.6383491930572,7.24006778154342,35.8094969929964,62.2258431023946,41.0661697349865,Open AI RAG v2,OpenAI-RAG-v2,openai
gpt-4o-mini,v2,step 2 - RAG top k=3,structured,e16d0245-d26e-49a5-aa1e-f48eb0da88cf,0.87497216463089,0.0571751141014813,41.227393596422,34.6144981384277,-3.78123178751373,19.6453691939609,9.75240354206199,5.97117175454826,54.4448481973435,74.0902173913044,80.0927981776183,Open AI RAG v2,OpenAI-RAG-v2,openai
gpt-4o-mini,v2,step 1 - simple prompt engineering,constraint,d00bf643-987c-4d86-a1f6-9b8f5ce06e5e,0.905026197433472,0.203455218248755,51.753393300436,18.8661918640137,-4.18260167838788,18.2544394478337,10.1047653321338,5.92216365374587,55.5201079622132,73.7745474100469,61.0908737753792,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,constraint,580f7fd3-f9eb-40c2-8f64-e1072371de48,0.883031964302063,0.116217065571038,40.6153041123403,28.2054557800293,-5.21934789915966,20.9280896789485,12.8896,7.67025210084034,42.6113641025642,63.5394537815126,67.4544092418938,PE_v2,PE-v2,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,structured,2232e2a9-f826-4e02-a13a-fd324848634d,0.870199620723724,0.0455789499646404,41.3658429284956,32.8974800109863,-6.51345083418039,24.7244630556364,14.5958160758161,8.08236524163569,32.3548964548965,57.0793595105329,29.5610071660265,PE_v1,PE-v1,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,constraint,ca92643c-e6e0-48b7-8292-b8de3b61374f,0.902801752090454,0.179933936737233,41.2460203468332,31.0735359191895,-4.32437490212465,13.9745772021167,10.2349254300281,5.91055052790347,60.5803788059275,74.5549560080443,79.5701090782605,PE_v2,PE-v2,none
llama3.2,v2,step 1 - simple prompt engineering,constraint,77dc4d26-a8f5-4ac9-a888-8a216c29cb37,0.877836048603058,0.0386428357194409,35.455667438222,30.7808723449707,-5.29420185994879,22.4424021841288,11.0829906798246,5.78878881987578,51.6002220394737,74.0426242236025,68.0833733036847,PE_v2,PE-v2,none
llama3.2,v2,step 1 - simple prompt engineering,zeroshot,3457c5df-7194-4c47-ba7e-a1d6d60abf82,0.870940923690796,0.0177330345598107,32.3550815939257,28.5211181640625,-1.72464014887119,5.71569481552891,13.4085240583889,11.6838839095177,40.0680311767887,45.7837259923176,66.6468766494341,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,zeroshot,045dd675-b134-4067-9fd5-19e39edb3370,0.872968435287476,0.107200963687687,40.4520996197561,29.1590919494629,-6.24083823473216,26.1662064297002,12.9028774504184,6.66203921568627,45.3559700408881,71.5221764705882,58.0317493786133,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,zeroshot,a975770d-c44a-40ac-8c07-2dfa49ef1f08,0.880273580551147,0.12889035429255,38.5792266631441,27.6443481445312,-5.09546421183964,17.5377101241094,11.0464473684211,5.95098315658141,58.1663815789474,75.7040917030568,74.5716456875604,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,zeroshot,0f56315c-7e61-4fab-ae29-7e79a8b8d8df,0.891912281513214,0.132072175546276,46.0570085084505,23.2583198547363,-6.44234955711065,25.0994895655792,13.2679496341671,6.82560007705645,43.0144489819069,68.1139385474861,74.8907240741701,PE_v2,PE-v2,none
llama3.2,v2,step 1 - simple prompt engineering,zeroshot,f070e086-2f82-42a1-a158-7297b0db2e1e,0.852512955665588,0.00357335658670825,27.188442683596,46.3277435302734,-6.55214118641474,21.6963756008462,10.8269798960922,4.27483870967742,61.1225491303366,82.8189247311828,62.3166790144457,PE_v2,PE-v2,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,zeroshot,84f6dffb-3690-4b31-8545-ddd98ad0609b,0.860383570194244,0.0582929540757754,38.2695457625942,22.3215312957764,-6.37874347129292,33.4441262643596,8.96605529924992,2.58731182795699,61.4735081442426,94.9176344086022,73.0611351831246,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,zeroshot,24ce5ba7-de25-41b8-9772-6e49bc762763,0.841853678226471,0.0282312582013857,34.9593536929374,20.5853271484375,-4.71717670011148,13.5083486622074,9.25108974358974,4.53391304347826,64.8043269230769,78.3126755852843,77.139454290747,PE_v1,PE-v1,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,structured,189ec7f6-01d2-4d69-a1de-a854b64f00da,0.856784760951996,0.044467489025818,37.86683499675,19.1786842346191,-6.3083225907262,25.2320784015001,9.60919215594359,3.30086956521739,58.6327042071956,83.8647826086957,58.226363766338,PE_v2,PE-v2,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,zeroshot,e52d46fe-a352-4864-8213-57a49c486784,0.834258198738098,0.0343954357659996,36.4571728441664,33.2367820739746,-5.31824539298422,17.8559871594712,10.9644186046512,5.64617321166694,55.6375581395349,73.493545299006,53.9107020551981,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,zeroshot,0fda55b9-df6f-4212-9088-009fa67cbda5,0.851188778877258,0.0060898090624199,26.7091927172536,27.7304935455322,-2.18097771015595,6.42226844173959,6.3284019525802,4.14742424242424,75.2322012552301,81.6544696969697,69.9920608033868,PE_v1,PE-v1,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,constraint,dd8d82a5-887c-4afb-a06d-31b0e3648949,0.878121197223663,0.118149374775766,46.128167586985,29.15744972229,-4.47043702153092,14.9791826699727,11.8571499150841,7.38671289355323,49.9705233904586,64.9497060604313,73.7356496611875,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,structured,dd8d82a5-887c-4afb-a06d-31b0e3648949,0.836574733257294,0.0297067513205858,36.7861964885554,47.3080368041992,-7.41694962053334,28.0667137229435,11.8571499150841,4.44020029455081,49.9705233904586,78.0372371134021,55.0078298848127,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,structured,a7a84adf-765b-44f7-8ab8-4381c6e4ddd4,0.825511395931244,0.0233646342118241,31.5058035413733,23.0191116333008,-4.49506704675422,13.7182511941433,12.9182771444741,8.42321009771987,48.2941535289838,62.012404723127,72.7454367644245,PE_v1,PE-v1,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,structured,bb1dcf74-c02d-41ca-95f9-62d78c969993,0.877393841743469,0.0407593049871327,37.1984212977838,21.0452270507812,-5.93392331691297,19.1169,10.0423428571429,4.10841954022989,61.2306,80.3475,73.9705330090071,PE_v2,PE-v2,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,zeroshot,9c6659e1-f137-4776-9757-5e7d2101f01c,0.868260085582733,0.0549649373261469,40.2434869613967,18.2432384490967,-7.84602900599614,38.8684859243452,11.1332220795892,3.28719307359308,49.0840179717587,87.9525038961039,74.7476146014536,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,structured,c931a135-8b85-4f1f-a385-c39f42e9dea6,0.853317141532898,0.0444583627815711,38.0619345542567,24.916467666626,-6.44791676062481,18.1054309349316,14.6383491930572,8.19043243243243,35.8094969929964,53.9149279279279,66.223254046542,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,zeroshot,8a8f3f1b-3bb1-489e-a6ea-6de56b447582,0.845712780952454,0.00764695446475558,31.8397395586051,15.6250686645508,-8.20603920384804,36.3598159669704,10.9679537087805,2.76191450493241,55.7693692723428,92.1291852393131,82.5507127035321,PE_v1,PE-v1,none
llama3.2,v2,step 1 - simple prompt engineering,zeroshot,eb4e34fd-df73-4aca-9398-10c22ded5414,0.861497163772583,0.0135568780759754,33.4049705609077,24.981876373291,-6.52428896186322,27.5966881476554,13.8709082473031,7.34661928543988,40.4797755480803,68.0764636957357,79.2303401137461,PE_v2,PE-v2,none
