model,version,description,strategy,count,count_with_bertscore,bertscore_mean,bertscore_std,bleu_mean,bleu_std,sari_mean,sari_std,perplexity_mean,perplexity_std,lens_mean,lens_std,fkgl_delta_mean,fkgl_delta_std,fre_delta_mean,fre_delta_std,fkgl_output_mean,fre_output_mean,phase,experiment_group,retrieval
llama3.2,v3,step 2 - RAG top k=3 with upgrated prompt,zeroshot,40,40,0.795078986883163,0.00964467919176245,0.00320813940652872,0.0018419434163057,28.7346313271809,2.97409020659438,23.6172737121582,6.6646233125643,38.1660114163507,14.7735080837505,1.07000137799986,3.02027371021253,-11.8115063311393,16.9429856240009,12.6222615070966,40.8273466867367,Open AI RAG v3,OpenAI-RAG-v3,openai
sonar,v1,step 1 - simple prompt engineering,constraint,189,189,0.856193611861537,0.0194255480599014,0.117745259459526,0.0694942958982901,39.8865295278185,4.0227171739598,28.0359024522166,12.6850222256905,31.2488231844161,18.079541887357,-6.79590900331268,1.85051853204851,23.458662665685,8.20269069361295,4.46177587552071,76.767782982772,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,structured,189,189,0.853939896538144,0.0150310715840091,0.036844009973411,0.0289621571979466,35.4406170671632,3.72117120738217,38.3421101645818,11.7059322540907,52.5467417469038,15.713425630527,-6.68544341038674,2.26518930265497,25.9463056193068,10.6087662441439,4.57224146844665,79.2554259363938,PE_v1,PE-v1,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,189,189,0.867070862855861,0.0159234570641379,0.0584924186296134,0.0343212530640027,37.4492597839709,3.84219547554269,40.8701215774294,12.1118965408432,54.8959289675954,14.1922006193966,-6.81424879871516,2.550647372061,26.8780922998623,11.0957559738111,4.44343608011824,80.1872126169493,PE_v1,PE-v1,none
sonar,v1,step 2 - RAG top k=3,constraint,40,40,0.876372413337231,0.0337694988209575,0.171786746452695,0.0975524266789456,40.7551789181729,6.86180357329265,34.4270851135254,11.7580609272203,42.8238224019104,15.5964121202967,-5.92408977043784,3.14372653170271,19.8604685042595,13.3744154149403,5.62817035865894,72.4993215221354,Open AI RAG v2,OpenAI-RAG-v2,openai
sonar,v2,step 1 - simple prompt engineering,constraint,189,189,0.86674087356638,0.0210516202959422,0.139036092591531,0.0769094345921974,40.9294557170688,4.54648503930725,28.4356645503372,13.4041452970129,39.559245881774,21.4369097246473,-6.8584047461609,2.08693243803397,24.4774424393194,8.67032952274202,4.3992801326725,77.7865627564064,PE_v2,PE-v2,none
sonar,v2,step 1 - simple prompt engineering,structured,189,189,0.860195031557134,0.0201457337047303,0.0587619443742474,0.0384728764822129,37.4714375397323,4.43341004409778,38.4653895796922,13.9072250872579,45.8237371358175,18.7535356709347,-7.28833267750659,2.1760498801667,27.2189286870953,9.34300497831038,3.96935220132681,80.5280490041823,PE_v2,PE-v2,none
sonar,v2,step 1 - simple prompt engineering,zeroshot,189,189,0.874317011820576,0.0168790372346701,0.0941905380903174,0.05739390975454,39.3706608571142,4.26479959245719,44.0382614690791,15.3918059227042,42.6440863713939,19.0252836056082,-7.28098215848047,2.01425495999465,27.0016412447964,9.07647996744128,3.97670272035294,80.3107615618834,PE_v2,PE-v2,none
sonar,v2,step 2 - RAG top k=3,structured,40,40,0.868470281362534,0.0302626087179109,0.104423518972672,0.0885171733938096,39.1509820777226,5.74669857566709,38.3143939495087,15.2507488554879,48.4766222489516,17.2245773458254,-6.33970539248859,3.13909922134778,22.5747210806464,13.445116214983,5.21255473660819,75.2135740985224,Open AI RAG v2,OpenAI-RAG-v2,openai
sonar,v2,step 2 - RAG top k=3,zeroshot,40,40,0.885711979866028,0.0180942792671488,0.153183115964538,0.0830840775798006,41.5697367008099,3.7491885736364,40.6725671768188,13.7465336215813,45.6114157577834,15.2588685762823,-7.1116126851883,1.9100052025354,25.9086907858161,8.32753842426817,4.44064744390849,78.547543803692,Open AI RAG v2,OpenAI-RAG-v2,openai
sonar,v3,BGE-RAG-full,constraint,40,40,0.892812536656857,0.017408800710157,0.181582668594051,0.0718242502557569,42.4656537300173,3.45428068122821,38.2560811519623,11.9164063279381,53.7426713834374,14.5720419406053,-6.40135122490562,1.95975790296068,21.659467574837,7.92278805069129,5.15090890419117,74.298320592713,BGE RAG v3,BGE-RAG,bge
sonar,v3,BGE-RAG-full,structured,40,40,0.876020762324333,0.0295429624048172,0.118784283122021,0.082901033428153,40.3068814965988,5.68260017357282,38.9424803256989,11.2096532921689,54.1693270920031,14.8380354108422,-6.54950082011116,3.44647209705846,23.0907293625797,15.0625122106949,5.00275930898562,75.7295823804557,BGE RAG v3,BGE-RAG,bge
sonar,v3,BGE-RAG-full,zeroshot,40,40,0.886537052690983,0.0220612269901557,0.150591619049835,0.0771188634564167,41.5944611738252,5.27257756426991,41.6526859760284,12.1098749046638,50.111662170264,15.8884461950807,-6.81818411633654,2.66709509550741,24.7344517263101,11.1838808999355,4.73407601276024,77.373304744186,BGE RAG v3,BGE-RAG,bge
sonar,v3,E5-RAG-full,constraint,40,40,0.893437892198563,0.0163836724479441,0.195565916546178,0.0845377116801541,42.8722926321969,4.46038065886358,38.6817587852478,13.0467985759699,48.6259860473383,14.7966684816261,-6.59609601561143,1.94894376679615,22.2854751542328,7.89354117316352,4.95616411348536,74.9243281721087,E5 RAG v3,E5-RAG,e5
sonar,v3,E5-RAG-full,structured,40,40,0.880123846232891,0.0224759045496601,0.125938178257839,0.0672725939466972,41.1129583252269,5.07417505651606,36.5433122634888,12.6953086991459,57.2634172029801,17.180758899526,-6.73164917953421,3.35429766616409,24.162436823456,13.1103492768972,4.82061094956258,76.801289841332,E5 RAG v3,E5-RAG,e5
sonar,v3,E5-RAG-full,zeroshot,40,40,0.885324649512768,0.0210930168364092,0.141255392778898,0.0767990188386336,40.8785764310806,5.08302296402878,43.7899496078491,12.8507815790842,49.4674905884024,14.8042860390167,-7.02666236596142,2.20897499627286,25.6859992047069,9.61307429909741,4.52559776313536,78.3248522225828,E5 RAG v3,E5-RAG,e5
sonar,v3,step 2 - RAG top k=3 with upgrated prompt,constraint,40,40,0.891077058017254,0.0178281530131437,0.171440738927141,0.0806747671449277,42.5778451091636,4.34535743725022,39.8913326740265,10.9089897377003,47.2424375521896,17.0297552938829,-6.88844158033105,1.9285964791951,23.8770690157274,8.02563674252024,4.66381854876574,76.5159220336034,Open AI RAG v3,OpenAI-RAG-v3,openai
sonar,v3,step 2 - RAG top k=3 with upgrated prompt,structured,40,40,0.882566145062447,0.0226202611613872,0.120779177622092,0.0588459200345347,41.006421831087,5.01966835182345,38.3211240768433,11.8525955436892,54.255414625418,15.8085408696684,-7.04369974881677,2.67235587149208,25.4149237834902,12.1825544660184,4.50856038028001,78.0537768013662,Open AI RAG v3,OpenAI-RAG-v3,openai
sonar,v3,step 2 - RAG top k=3 with upgrated prompt,zeroshot,40,40,0.885784880816937,0.0213379558482052,0.146860999619567,0.0843409093386202,41.1745193677876,4.87252126604914,39.4750189304352,11.8433328909203,52.096175111473,17.3640313674976,-6.67089513880834,1.99253297385065,24.2220652125616,8.41913048504999,4.88136499028844,76.8609182304375,Open AI RAG v3,OpenAI-RAG-v3,openai
